text,aspect,cleaned_text,cleaned_aspect,label
"*meaning, if i later upgrade to the paid plan.",plan,meaning if i later upgrade to the paid plan,plan,1
"Excellent tool! It has crucial features for good task and resource management. 
My experience with tool support was excellent. Fast and assertive. My team and I are very happy! Congratulations Asana!!!",Fast,"Excellent tool It has crucial features for good task and resource management 
My experience with tool support was excellent Fast and assertive My team and I are very happy Congratulations Asana",Fast,2
"yes, a referral link popped up after my last download",download,yes a referral link popped up after my last download,download,1
there have been delivery errors which i felt was not needed.,delivery,there have been delivery errors which i felt was not needed,delivery,0
Why is it taking so long for the KanBan and calendar to work in the iOS app??,iOS,Why is it taking so long for the KanBan and calendar to work in the iOS app,iOS,0
app is lagging in many ways.,App,app is lagging in many ways,App,0
costumer support is not responding and milk is not delivered everyday,milk,costumer support is not responding and milk is not delivered everyday,milk,0
prompt delivery except for a few days.,delivery,prompt delivery except for a few days,delivery,2
the insert block list needs to be searchable.,block list,the insert block list needs to be searchable,block list,0
i want to cancel my subscription,subscription,i want to cancel my subscription,subscription,1
looking to rejoin with possibly business plan.,business plan.,looking to rejoin with possibly business plan,business plan,1
"app is great for what it does, but it is really slow and it does not look as ""smooth"" as on desktop",App,app is great for what it does but it is really slow and it does not look as smooth as on desktop,App,2
i love the desktop and web version of this app.,app.,i love the desktop and web version of this app,app,2
the mobile app is extremely slow and lags behind keyboard input.,app,the mobile app is extremely slow and lags behind keyboard input,app,0
Genius and a more lucid Excel on Steroids,Excel,Genius and a more lucid Excel on Steroids,Excel,1
"nice app, but","app,",nice app but,app,2
just says downloading up to 99% and then says timed out,downloading,just says downloading up to 99 and then says timed out,downloading,0
"great web app, lacks layout on android.",layout,great web app lacks layout on android,layout,0
"sorry i do not wish to discuss the matter, can you cancel the subscription please",subscription,sorry i do not wish to discuss the matter can you cancel the subscription please,subscription,1
the api has to be released for that to happen.,API,the api has to be released for that to happen,API,1
pls keep more fruits and variety of pulses,more fruits,pls keep more fruits and variety of pulses,more fruits,0
"yes, it has been charged, i will cancel and refund.",refund,yes it has been charged i will cancel and refund,refund,1
i created the webinar on powerpoint and i would like to copy the individual slides for the webinar into invideo,slides,i created the webinar on powerpoint and i would like to copy the individual slides for the webinar into invideo,slides,1
prices r very high for non milk items,milk,prices r very high for non milk items,milk,2
potato quality very small n inside black,quality,potato quality very small n inside black,quality,0
i.e. a knowledge hub for several content typ.,knowledge,ie a knowledge hub for several content typ,knowledge,2
"the best app for managment tasks, notes and so on, i only think the mobile app is not so fast, it could be improved",mobile app,the best app for managment tasks notes and so on i only think the mobile app is not so fast it could be improved,mobile app,0
best note taking app ever !,note,best note taking app ever ,note,2
just deliver the product properly,deliver,just deliver the product properly,deliver,0
i want to know if my current plan is paid,plan,i want to know if my current plan is paid,plan,1
i just keep seeing the notion icon forever.,Notion icon,i just keep seeing the notion icon forever,Notion icon,0
With the App it is not possible to create new teams and move projects from one team to another...,create new teams,With the App it is not possible to create new teams and move projects from one team to another,create new teams,0
stucks at notion logo.,notion logo.,stucks at notion logo,notion logo,0
morning time delivery and doorstep delivery,delivery,morning time delivery and doorstep delivery,delivery,2
it is an inline gallery view (not under a toggle) and the bug usually happens when the card is medium size.,gallery,it is an inline gallery view not under a toggle and the bug usually happens when the card is medium size,gallery,2
"hi i would like to pause or cancel my invideo subscription, i paid for the last two months and have not used the platform, although i am very interested in using the platform, i have not had the time to learn it.",paid,hi i would like to pause or cancel my invideo subscription i paid for the last two months and have not used the platform although i am very interested in using the platform i have not had the time to learn it,paid,1
copyright-free music reseller rights advanced editing,editing,copyrightfree music reseller rights advanced editing,editing,2
takes time to learn but very helpful,Takes,takes time to learn but very helpful,Takes,2
we do not have a native zoom feature.,zoom,we do not have a native zoom feature,zoom,1
@marcovrj @jmelaskyriazi @notionhq @airtable we base our pricing on doc makers -- people who actually create docs --.,pricing,    we base our pricing on doc makers  people who actually create docs ,pricing,1
great app but way slower to be productive.,app,great app but way slower to be productive,app,2
I like the flexibility - you can adapt it to exactly what you wNt it to do.,flexibility,I like the flexibility  you can adapt it to exactly what you wNt it to do,flexibility,2
all the products are available and ok n time delivery and other options in mobile application is very easy to use.,products,all the products are available and ok n time delivery and other options in mobile application is very easy to use,products,2
"using app is very difficult as very slow, non responsive and gets hanged.",app,using app is very difficult as very slow non responsive and gets hanged,app,0
"How can i download PDF attachments on IOS !?!
",attachments,"How can i download PDF attachments on IOS 
",attachments,1
may i know which notification did you get?,notification,may i know which notification did you get,notification,2
You can use a template or make it from scratch.,template,You can use a template or make it from scratch,template,1
", i did not realize my watermark logo was on - is there a way to remove it all at once?",logo, i did not realize my watermark logo was on  is there a way to remove it all at once,logo,1
you have not supplied milk on 24 th last month.,milk,you have not supplied milk on 24 th last month,milk,0
promt most of the time for regular milk delivery service.,milk delivery,promt most of the time for regular milk delivery service,milk delivery,2
i can see only audio volume not background music over there,background,i can see only audio volume not background music over there,background,1
3.other vegs.,vegs.,3other vegs,vegs,0
"first, the app needs to work properly.",APP,first the app needs to work properly,APP,0
the deductions are made from my credit card.,credit,the deductions are made from my credit card,credit,1
Wish I could rate the app better - I cannot even get beyond the sign in.,sign,Wish I could rate the app better  I cannot even get beyond the sign in,sign,0
i do not know why some people complain about the speed and reliability of the notion app.,app.,i do not know why some people complain about the speed and reliability of the notion app,app,2
did not receive milk bag which was free,milk,did not receive milk bag which was free,milk,0
"what i see is, my card has been charged 20$",card,what i see is my card has been charged 20,card,0
"i like efficiency and productivity so any action that can be skipped is a win, haha.",productivity,i like efficiency and productivity so any action that can be skipped is a win haha,productivity,2
"very intuitive, love the features, in particular the shareable notes.","features,",very intuitive love the features in particular the shareable notes,features,2
by supplying quality vegetables and not rotten or bad ones.,vegetables,by supplying quality vegetables and not rotten or bad ones,vegetables,0
i have a 2 column based table : amount (eg : -100$ for outcomes & 100$ for incomes) & date.,table,i have a 2 column based table  amount eg  100 for outcomes  100 for incomes  date,table,1
reduce delivery fees,delivery fees,reduce delivery fees,delivery fees,0
app stuck on the loading screen with the logo.,App,app stuck on the loading screen with the logo,App,0
one of the words actually turned into a bunch of code lingo.,code,one of the words actually turned into a bunch of code lingo,code,0
as of now invideo is only available on desktop.,desktop,as of now invideo is only available on desktop,desktop,0
there are foss apps that do a better job than this while having a better ui.,UI.,there are foss apps that do a better job than this while having a better ui,UI,0
this is a beautiful and mind-blowing app.,app.,this is a beautiful and mindblowing app,app,2
There is a change of languages in the web version.,web version,There is a change of languages in the web version,web version,1
"When I want to type text on a field that has Long text and rich text formatting, I can’t see what I am typing above.",field,When I want to type text on a field that has Long text and rich text formatting I cant see what I am typing above,field,1
I wasted so much time with different project managers it’s ridiculous because air table was right there all along.,project,I wasted so much time with different project managers its ridiculous because air table was right there all along,project,0
there are no offers in supr daily.,offers,there are no offers in supr daily,offers,0
in the video i see at the right remove background in a orange box i do not see this on my screen,remove,in the video i see at the right remove background in a orange box i do not see this on my screen,remove,1
Beat tool for collaboration and tasks management,tasks,Beat tool for collaboration and tasks management,tasks,1
"what is the difference between, animation and textbox animation.",Textbox,what is the difference between animation and textbox animation,Textbox,1
the best app i have ever used till now for making notes !,app,the best app i have ever used till now for making notes ,app,2
I am happy to fill out a form.,form.,I am happy to fill out a form,form,2
working slow at android phone.,android phone.,working slow at android phone,android phone,0
Bit hard to navigate lists on mobile interface.,mobile,Bit hard to navigate lists on mobile interface,mobile,0
# what is your workspace domain?,workspace, what is your workspace domain,workspace,1
I have used @evernote for over a decade for note taking and project management.,project,I have used  for over a decade for note taking and project management,project,1
"feel free to pick my brain, as i think the power of notion is still underrated.",free,feel free to pick my brain as i think the power of notion is still underrated,free,2
"using ipad pro i hoped that the notion app could be used in full as i do on windows, but it comes with limitations.",iPad Pro,using ipad pro i hoped that the notion app could be used in full as i do on windows but it comes with limitations,iPad Pro,0
"notion team notion.so, the all-in-one workspace for your notes, tasks, wikis, and databases.","notes,",notion team notionso the allinone workspace for your notes tasks wikis and databases,notes,2
"i looked into this for you and saw another user on the ""amoshh"" workspace, an admin.",workspace,i looked into this for you and saw another user on the amoshh workspace an admin,workspace,1
The app doesn't let me log in without sharing all of my contacts.,log,The app doesnt let me log in without sharing all of my contacts,log,0
I haven't been able to open it since my phone.,phone,I havent been able to open it since my phone,phone,0
"yes, i see you have now gone on the unlimited yearly plan for $180 with 50% off, so that is carried forward - but if you are interested in an unlimited plan, i could recommend paying a bit more and simply getting a lifetime unlimited plan instead",lifetime,yes i see you have now gone on the unlimited yearly plan for 180 with 50 off so that is carried forward  but if you are interested in an unlimited plan i could recommend paying a bit more and simply getting a lifetime unlimited plan instead,lifetime,2
(whenever we launch it) license to resell videos video resolution in 1080p full access to all editing,1080p,whenever we launch it license to resell videos video resolution in 1080p full access to all editing,1080p,2
"I worked long and hard on a chart of my family heirlooms—quilts, a cooking fork, paper weight, candle sticks, books, photo albums—only to have it disappear in an update.",chart,I worked long and hard on a chart of my family heirloomsquilts a cooking fork paper weight candle sticks books photo albumsonly to have it disappear in an update,chart,1
regular in time delivery of milk without delivery charge.,milk,regular in time delivery of milk without delivery charge,milk,2
"sorry, but i can not find any overlay when it fades away on the editor as well.",fades,sorry but i can not find any overlay when it fades away on the editor as well,fades,1
the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates.,interface,the interface and workflow is innovative and allows you to be as flexible yet simple as you want with your pages and templates,interface,2
"hi, i want to is it possible to have a language setting in ios app?",language,hi i want to is it possible to have a language setting in ios app,language,2
"notion for desktop, web and mobile is good, but the ipad version is not good, interface is not properly scaled for the screen size and resolution.",iPad version,notion for desktop web and mobile is good but the ipad version is not good interface is not properly scaled for the screen size and resolution,iPad version,2
the notion website application is awesome but i find the app to be not so easy to use.,app,the notion website application is awesome but i find the app to be not so easy to use,app,2
what is the point charging as a supr user and taking 99 rs when you have most of the items out of stock,stock,what is the point charging as a supr user and taking 99 rs when you have most of the items out of stock,stock,0
but i think i did not use a premade template.,template.,but i think i did not use a premade template,template,0
"prompt delivery, good products, no extra charges for delivery, easy to contact customer care service, easy to add and deduct products through app, easy to load money in wallet.",wallet.,prompt delivery good products no extra charges for delivery easy to contact customer care service easy to add and deduct products through app easy to load money in wallet,wallet,2
@rimmedwine i would be surprised if @notionhq does not have the ksa model template in their huge catalogue.,template, i would be surprised if  does not have the ksa model template in their huge catalogue,template,2
Very simple and useful app for multiple online co-working tasks,working tasks,Very simple and useful app for multiple online coworking tasks,working tasks,1
"woah, who could have thought that this app, which is being simped by all youtubers is secretly (or not so secretly) a 'manage everything' app??","app,",woah who could have thought that this app which is being simped by all youtubers is secretly or not so secretly a manage everything app,app,2
you deliver rotten stuff.,deliver rotten stuff.,you deliver rotten stuff,deliver rotten stuff,0
"excellent, but the app is slow, and wish if there were an offline mode.",offline mode.,excellent but the app is slow and wish if there were an offline mode,offline mode,0
but what if i need to disable in general because my editors are making their own videos,editors,but what if i need to disable in general because my editors are making their own videos,editors,1
follow this from a laptop/ desktop to cancel,cancel,follow this from a laptop desktop to cancel,cancel,2
"good afternoon, i would like to remove a logo i no longer use, its in the logo section.",remove,good afternoon i would like to remove a logo i no longer use its in the logo section,remove,1
we spoke yesterday about my project,project,we spoke yesterday about my project,project,1
"i like the concept of this app so much I am putting all my notes, reviewers and sources for my upcoming board exam in here.","notes,",i like the concept of this app so much I am putting all my notes reviewers and sources for my upcoming board exam in here,notes,2
Can’t modify email notification settings on the app or through web on mobile.,email,Cant modify email notification settings on the app or through web on mobile,email,0
account is wrong if v ask not responding,not responding,account is wrong if v ask not responding,not responding,0
but it is too darn slow,slow,but it is too darn slow,slow,0
"i want to clear my card details for my profile, can you help me on here?","profile,",i want to clear my card details for my profile can you help me on here,profile,1
"also, i did suggest applying for a nonprofit, but they are now asking if doing so will exempt them from tax.",tax.,also i did suggest applying for a nonprofit but they are now asking if doing so will exempt them from tax,tax,1
"hi, is it possible to add sound effects on text to video templates?",text,hi is it possible to add sound effects on text to video templates,text,1
"I am starting to love notion, but the mobile app needs improvement.",app,I am starting to love notion but the mobile app needs improvement,app,2
notion shines on the desktop version but it becomes a she will of itself on the mobile version.,Notion,notion shines on the desktop version but it becomes a she will of itself on the mobile version,Notion,2
"quality, commitment and service","Quality,",quality commitment and service,Quality,2
"sometimes when you drag and drop a video, there is a suggestion advising to make it fits the exact length of the text, sometime you have to guess","text,",sometimes when you drag and drop a video there is a suggestion advising to make it fits the exact length of the text sometime you have to guess,text,1
sorry for the slow reply paul,slow,sorry for the slow reply paul,slow,0
free plans do not even have watermarks,free plan,free plans do not even have watermarks,free plan,2
"but one thing that i would point towards is that it has a kind of slowish capture in terms of taking quick notes, which cannot be yet compared with fast captures like evernote, or google keep or onenote.","quick notes,",but one thing that i would point towards is that it has a kind of slowish capture in terms of taking quick notes which cannot be yet compared with fast captures like evernote or google keep or onenote,quick notes,0
packing and delivery of breads cakes is very bad.,breads,packing and delivery of breads cakes is very bad,breads,0
"hi, i have voice overs I would like to import and sync with scenes.",scenes.,hi i have voice overs I would like to import and sync with scenes,scenes,1
"i really like the features of notion, as it is can be used with all devices, enables toggle mode to save space with notes and has many more functions, especially the export to pdf which makes it so convenient.",notes,i really like the features of notion as it is can be used with all devices enables toggle mode to save space with notes and has many more functions especially the export to pdf which makes it so convenient,notes,2
sometimes items like curd supplied expired or going to expire immediately delivered,curd,sometimes items like curd supplied expired or going to expire immediately delivered,curd,0
customer service is worst.,Customer service,customer service is worst,Customer service,0
how do i cancel my free trial period?,trial,how do i cancel my free trial period,trial,1
the lost edits were originally created - platform you created those edits on (web app/mac desktop app/windows desktop app/ios/android) and may i have your permission to access your account and workspace to investigate?,workspace,the lost edits were originally created  platform you created those edits on web appmac desktop appwindows desktop appiosandroid and may i have your permission to access your account and workspace to investigate,workspace,1
What's the point of letting me add fields or change names of things if when I hit save it doesn't save and reverts back to the original?,add fields,Whats the point of letting me add fields or change names of things if when I hit save it doesnt save and reverts back to the original,add fields,1
its just the mobile app that is prventing me from making the best use of this.,mobile app,its just the mobile app that is prventing me from making the best use of this,mobile app,0
"Beautiful interface, easy to use, so the optimal creation of mini team on the phone.",phone,Beautiful interface easy to use so the optimal creation of mini team on the phone,phone,1
"The application is all good, how to translate into Russian?",Russian,The application is all good how to translate into Russian,Russian,1
Best organization and productivity app.,productivity,Best organization and productivity app,productivity,2
"i have uninstalled and installed multiple times, I have lost my patience with this app.",app.,i have uninstalled and installed multiple times I have lost my patience with this app,app,0
"evernote really struggled here, nail the cross device workflow/syncing or all the extra stuff will not matter.",device workflow/syncing,evernote really struggled here nail the cross device workflowsyncing or all the extra stuff will not matter,device workflowsyncing,0
there is unnecessary delivery charges applied which is otherwise not charged by local vendors,delivery charges,there is unnecessary delivery charges applied which is otherwise not charged by local vendors,delivery charges,0
that is fairly simple to customise by adding position: fixed; to the css.,customise,that is fairly simple to customise by adding position fixed to the css,customise,2
regular service is needed,Regular service,regular service is needed,Regular service,0
the brand settings are not saved at all,brand,the brand settings are not saved at all,brand,0
"some things needed to be improved is that when i have some typos, i can only delete 1 letter and the keyboard is 'gone' so i have to tap the word again and delete 1 letter again and the keyboard gone, and it goes on.",keyboard,some things needed to be improved is that when i have some typos i can only delete 1 letter and the keyboard is gone so i have to tap the word again and delete 1 letter again and the keyboard gone and it goes on,keyboard,0
their android app is pure garbage.,Android app,their android app is pure garbage,Android app,0
ah so did that turn off the volume for just that one scene?,scene,ah so did that turn off the volume for just that one scene,scene,1
I have been charged on my credit card,credit card,I have been charged on my credit card,credit card,0
i was about to download a video project i barely finished and the site went blank and my work is gone.,download,i was about to download a video project i barely finished and the site went blank and my work is gone,download,0
This is a very useful task manager app that assists me in organizing and managing my tasks whether personally or professionally,tasks,This is a very useful task manager app that assists me in organizing and managing my tasks whether personally or professionally,tasks,1
the overall concept is great and the app has great features.,app,the overall concept is great and the app has great features,app,2
"How can you call yourself a modern database when you can’t customize the number formats such as thousands separators, decimal places, etc... should be very basic in my opinion",database,How can you call yourself a modern database when you cant customize the number formats such as thousands separators decimal places etc should be very basic in my opinion,database,0
@monicalimco @m_ashcroft @notionhq @roamresearch now use the @notionhq web clipper as you visit each course.,web clipper,    now use the  web clipper as you visit each course,web clipper,2
I am using android phone nokia 6.1+,android,I am using android phone nokia 61,android,0
i absolutely love notion & rank it,notion,i absolutely love notion  rank it,notion,0
"The latest updates allow more functionality in “My Tasks”, now my issue is that dragging and dropping tasks into a specific order doesn’t work well on mobile.",latest updates,The latest updates allow more functionality in My Tasks now my issue is that dragging and dropping tasks into a specific order doesnt work well on mobile,latest updates,1
amazing app for productive life,app,amazing app for productive life,app,2
Lacks filtering features of desktop app.,desktop app,Lacks filtering features of desktop app,desktop app,0
"sorry, profitability will depend on how you use and price these videos.",price,sorry profitability will depend on how you use and price these videos,price,1
"per scene music volume can not be adjusted as of now, that is a feature we are bringing soon, but i may have a workaround for this",volume,per scene music volume can not be adjusted as of now that is a feature we are bringing soon but i may have a workaround for this,volume,0
"great app, missing that one killer feature to make this the only note/organization app on my ipad.","app,",great app missing that one killer feature to make this the only noteorganization app on my ipad,app,2
this app is a life saver,app,this app is a life saver,app,2
timely delivery and availability of stocks,delivery,timely delivery and availability of stocks,delivery,0
"for youtube upload/share, can i upload the video as private?",YouTube,for youtube uploadshare can i upload the video as private,YouTube,1
"the experience on ipad, however, is extremely lackluster - not to mention limited - compared to the macbook app.",MacBook app.,the experience on ipad however is extremely lackluster  not to mention limited  compared to the macbook app,MacBook app,2
"When I open Asana on iPad it always asks you to update, update and ask you to update again! ,",update,When I open Asana on iPad it always asks you to update update and ask you to update again ,update,0
if deliveries are not proper there is no proper updates about refund and every month thrice delivery not come,no proper updates,if deliveries are not proper there is no proper updates about refund and every month thrice delivery not come,no proper updates,0
@notionhq btw usually the images are usually attached under toggle lists if that matters.,images, btw usually the images are usually attached under toggle lists if that matters,images,1
update: changed my review to 5 stars now because finally loading times are reasonable and you can view your notes while offline.,offline.,update changed my review to 5 stars now because finally loading times are reasonable and you can view your notes while offline,offline,2
"I always swipe and make tasks compeleted. 
",swipe,"I always swipe and make tasks compeleted 
",swipe,1
"correct, its the volume slider for the video and the background music in that scene",scene,correct its the volume slider for the video and the background music in that scene,scene,1
i thought i had already cancelled prior to the trial being over but just noticed the payment,cancelled,i thought i had already cancelled prior to the trial being over but just noticed the payment,cancelled,1
please adjust the in time of text box on the timeline below.,text,please adjust the in time of text box on the timeline below,text,1
no proper transaction history - poor app quality - wrong delivery shown on app very bad service at all,service,no proper transaction history  poor app quality  wrong delivery shown on app very bad service at all,service,0
"when i login again, its give me new space, thehe is no my old notes for my business, acc is on .",login,when i login again its give me new space thehe is no my old notes for my business acc is on ,login,1
"and prior to this change it was saying upgrade for $10, now it is $15 :)",upgrade,and prior to this change it was saying upgrade for 10 now it is 15 ,upgrade,1
"there is no trust, because milk packet has one color delivered milk packet is other color i raised the same issue they are saying",milk,there is no trust because milk packet has one color delivered milk packet is other color i raised the same issue they are saying,milk,0
"Very good app, easy to learn and use",learn,Very good app easy to learn and use,learn,2
"the app does not run on android 6, at least on my meizu m5s.",app,the app does not run on android 6 at least on my meizu m5s,app,0
invigilate your delivery person.,DELIVERY,invigilate your delivery person,DELIVERY,0
edit a to-do list without opening th.,list,edit a todo list without opening th,list,1
"to answer your follow up questions, we will need more than 100gb of storage.",storage.,to answer your follow up questions we will need more than 100gb of storage,storage,1
load times on android now,Android,load times on android now,Android,2
i suggest adding the ability of changing the font size like in ms word.,font size,i suggest adding the ability of changing the font size like in ms word,font size,0
it looks like the timezone can not be changed if the database is locked.,database,it looks like the timezone can not be changed if the database is locked,database,0
excellent note making app.,note making app.,excellent note making app,note making app,2
order flexibility and attentive response,response,order flexibility and attentive response,response,2
"i compressed video using handbrake video editor, file currently at 58mb, what format is supported, did not accept","editor,",i compressed video using handbrake video editor file currently at 58mb what format is supported did not accept,editor,0
get to know the finalists in the document knowledge category of the operate stage of.,Knowledge,get to know the finalists in the document knowledge category of the operate stage of,Knowledge,1
"no mistake in delivering the correct product, correct quantity.",correct quantity.,no mistake in delivering the correct product correct quantity,correct quantity,2
great app.,app,great app,app,0
"hi, this morning i opened my notion to type out notes for my english class just to see that I would been logged out of my account.",notes,hi this morning i opened my notion to type out notes for my english class just to see that I would been logged out of my account,notes,1
ux in general of apps is not good,apps,ux in general of apps is not good,apps,0
but often Apple Pencil dosent respond in the upper left '<',Apple Pencil dosent respond,but often Apple Pencil dosent respond in the upper left ,Apple Pencil dosent respond,0
Since the 22-Feb-2021 update I've had problems with the app crashing.,app crashing,Since the 22Feb2021 update Ive had problems with the app crashing,app crashing,0
would give the app 5/5 if it did not slow down as much.,Would,would give the app 55 if it did not slow down as much,Would,2
"but overall it is excellent, the animations are a bit choppy, there is still some bugs here and there, but i hope the next update will make it better than it already was.",bugs,but overall it is excellent the animations are a bit choppy there is still some bugs here and there but i hope the next update will make it better than it already was,bugs,0
by giving best quality at best price,quality,by giving best quality at best price,quality,0
good service please include grocery as well,grocery,good service please include grocery as well,grocery,2
I just created A LONG message to update a project.,update,I just created A LONG message to update a project,update,1
excellent app.,app.,excellent app,app,2
I’d like to only view my highest priorities,priorities,Id like to only view my highest priorities,priorities,1
I find Asana to be more effective on the web browser as opposed to the app.,browser,I find Asana to be more effective on the web browser as opposed to the app,browser,1
i can look into this for you - could you share the name or domain of the workspace?,workspace,i can look into this for you  could you share the name or domain of the workspace,workspace,0
"i added someone to my team to collaborate on projects, but i do not see how to share the project with them","projects,",i added someone to my team to collaborate on projects but i do not see how to share the project with them,projects,1
we have refunded your payment and cancelled your subscription.,subscription,we have refunded your payment and cancelled your subscription,subscription,0
would be complete if we could have widgets like sticky notes,widgets,would be complete if we could have widgets like sticky notes,widgets,0
"hello, how can i cancel free account?",account?,hello how can i cancel free account,account,1
"Airtable is a GREAT tool but the iOS app is really too light (not all views are supported, neither dashboards etc...)
",views,"Airtable is a GREAT tool but the iOS app is really too light not all views are supported neither dashboards etc
",views,0
"in ""how to take smart notes"", sonke ahrens ""planning"" more suited for projects but ""structure"" more apt for uncerta.",projects,in how to take smart notes sonke ahrens planning more suited for projects but structure more apt for uncerta,projects,2
"after summing up the amount table and filtering on the previous days, I am able to display a daily based balance.",display,after summing up the amount table and filtering on the previous days I am able to display a daily based balance,display,2
"Simply not working, keeps saying I'm offline in my project",offline,Simply not working keeps saying Im offline in my project,offline,0
but the video media is resizing,video,but the video media is resizing,video,1
i want to cancel my plan,plan,i want to cancel my plan,plan,0
give offers .,offers,give offers ,offers,0
my order was marked as delivered,delivered,my order was marked as delivered,delivered,0
i can give you 25% discount on unlimited yearly plan,discount,i can give you 25 discount on unlimited yearly plan,discount,2
"well for now I am going to take the monthly plan, because the truth as i have a lot of development expenses, i find it a bit difficult this month at $ 500, but i do take the option into account, because at the moment one of my platforms starts to generate that it will be throughout the month of may and june","expenses,",well for now I am going to take the monthly plan because the truth as i have a lot of development expenses i find it a bit difficult this month at  500 but i do take the option into account because at the moment one of my platforms starts to generate that it will be throughout the month of may and june,expenses,0
"hey notion team, I am trying to export my notion project(as html) to have an offline backup.",offline,hey notion team I am trying to export my notion projectas html to have an offline backup,offline,2
the vat field actually will not show up until your billing address has been updated - that field automatically comes up when we have verified your address is in a taxable jurisdiction.,tax,the vat field actually will not show up until your billing address has been updated  that field automatically comes up when we have verified your address is in a taxable jurisdiction,tax,1
# what is your workspace domain?,workspace, what is your workspace domain,workspace,1
essential items all there at reasonable price as well as varieties,varieties,essential items all there at reasonable price as well as varieties,varieties,2
order not getting delivered since last 2-3 times and shows delivered..,Order,order not getting delivered since last 23 times and shows delivered,Order,0
"thanks for taking the time to fill out our form, thibaut.","form,",thanks for taking the time to fill out our form thibaut,form,1
"app on the ios terribly slow, crashes multiple times, does not support apple pencil.",App,app on the ios terribly slow crashes multiple times does not support apple pencil,App,2
"dear support, i tried to filter a big table to show all the rows from for example february","Support,",dear support i tried to filter a big table to show all the rows from for example february,Support,2
please deliver the items promptly and regularly,deliver,please deliver the items promptly and regularly,deliver,0
"A new iPhone broke, took the old 5 and could not use Asana.",iPhone,A new iPhone broke took the old 5 and could not use Asana,iPhone,1
"right now, i can use it in chrome",Chrome,right now i can use it in chrome,Chrome,1
"ok, share the new accounts emails with me",account,ok share the new accounts emails with me,account,1
excellent & in time service,time service,excellent  in time service,time service,2
very great app!,app!,very great app,app,2
"hi, i have a dialogue track and music track and when i export, the music cuts off abruptly before the video ends on the exported video.",off,hi i have a dialogue track and music track and when i export the music cuts off abruptly before the video ends on the exported video,off,0
"barring few items such as onions tomato and potato, quality of product supplied is very good.",tomato,barring few items such as onions tomato and potato quality of product supplied is very good,tomato,0
am i able to split a clip into two scenes when it is on the timeline?,scenes,am i able to split a clip into two scenes when it is on the timeline,scenes,1
amazing browser app but needs more work on the android version as it is very slow and miss some features that makes notion a powerful tool,android version,amazing browser app but needs more work on the android version as it is very slow and miss some features that makes notion a powerful tool,android version,0
"ok, so i am on the pay screen now (using an incognito window)",pay,ok so i am on the pay screen now using an incognito window,pay,1
"Can no longer use the app because of this stupid ‘Magic email link’ which only opens with web browser, rendering the app and the whole point of Asana completely useless!!

",email,"Can no longer use the app because of this stupid Magic email link which only opens with web browser rendering the app and the whole point of Asana completely useless

",email,0
"it has the opportunity to be the best note taking app, so much flexibility and support.",note,it has the opportunity to be the best note taking app so much flexibility and support,note,0
"1) handwriting option, i dominantly use it on my ipad and it would be great if that could be added.","option, I",1 handwriting option i dominantly use it on my ipad and it would be great if that could be added,option I,0
":) i use on android tablet mostly and keyboard shortcut to ""undo"" and ""redo"" do not work properly or consistently.",Keyboard shortcut, i use on android tablet mostly and keyboard shortcut to undo and redo do not work properly or consistently,Keyboard shortcut,0
Not as a company.,company,Not as a company,company,0
"hi brandon, it is paris dean.looks like a lot of new stuff, how are we deleting the box",deleting,hi brandon it is paris deanlooks like a lot of new stuff how are we deleting the box,deleting,1
can i start a free plan and then upgrade that to a business plan?,free,can i start a free plan and then upgrade that to a business plan,free,1
rs 2 for a lt milk dilivery charges is to much,dilivery charges,rs 2 for a lt milk dilivery charges is to much,dilivery charges,0
i wish add the rotate and crop image functions,image,i wish add the rotate and crop image functions,image,0
but viewing this data in calendar view (by 'upcoming date' so upcoming birthdays show) does not show anything for today's date.,Calendar,but viewing this data in calendar view by upcoming date so upcoming birthdays show does not show anything for todays date,Calendar,1
"right ok, that may be because of facebook's requirement of 4:3/4:5 dimensions, which we do not do yet",facebook,right ok that may be because of facebooks requirement of 4345 dimensions which we do not do yet,facebook,1
now a days lot days delivery is missed out.,delivery,now a days lot days delivery is missed out,delivery,0
How did you recover a task that I accidentally deleted.??,task,How did you recover a task that I accidentally deleted,task,1
"after 13.may update the app loads ways faster, not perfect but way better.",app,after 13may update the app loads ways faster not perfect but way better,app,2
shall i retry the charge from the backend?,charge,shall i retry the charge from the backend,charge,1
as they have created another free account,account,as they have created another free account,account,1
"can not make it image and text for exampple, on ""one line""",text,can not make it image and text for exampple on one line,text,0
"hey kim, i understand, however, i can help you with a lifetime unlimited plan which is an ltd plan.",plan,hey kim i understand however i can help you with a lifetime unlimited plan which is an ltd plan,plan,0
how can i delete music and scene from the project ?,delete,how can i delete music and scene from the project ,delete,1
"i love the desktop version, but when i want to start the mobile one, it takes forever to load","desktop version,",i love the desktop version but when i want to start the mobile one it takes forever to load,desktop version,2
there was shortage of product i did not get my subscriptions.,shortage of product,there was shortage of product i did not get my subscriptions,shortage of product,0
by getting more customer centric.,customer centric.,by getting more customer centric,customer centric,0
"in terms of #remotehiring @graphyhq are showing the way, by using @notionhq to share their available roles and prep.",share,in terms of remotehiring  are showing the way by using  to share their available roles and prep,share,1
Beware the coercive subscription model.,subscription,Beware the coercive subscription model,subscription,1
